ID,EXPOCODE,SECT_ID,stnnbr,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,lat,lon,bottomdepth,CTDPRS,CTDTMP,practical_salinity,CTDSAL_FLAG_W,SAL,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,oxygen,OXYGEN_FLAG_W,silicate,SILCAT_FLAG_W,nitrate,NITRAT_FLAG_W,nitrite,NITRIT_FLAG_W,phosphate,PHSPHT_FLAG_W,CFC11,CFC11_FLAG_W,CFC12,CFC12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,alk,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,D13C,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,DOC,DOC_FLAG_W,N2O,N2O_FLAG_W,ARGON,ARGON_FLAG_W,BTL_DATE,BTL_TIME,SBE35,SBE35_FLAG_W,SALTREF,SALTREF_FLAG_W,DELHE3,DELHE3_FLAG_W,DELHER,HELIER,NEONER,ARGONER,KRYPTON,KRYPTON_FLAG_W,KRYPTONER,XENON,XENON_FLAG_W,XENONER,CDOC,CDOC_FLAG_W,CDOCERR,CDOC1,CDOC_FLAG_W1,CDOCERR1,potential_temp,sigma0,depth
17,33RO20150525,P16N.2,113,1,7,7,2,20150527,702,22.4993,-152.001,5341,442.9,7.4816,34.1331,2,-999,9,86.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,717,7.4862,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,7.438357504,26.67483637,439.5040163
18,33RO20150525,P16N.2,113,1,8,8,2,20150527,702,22.4993,-152.001,5341,443.3,7.4958,34.1338,2,-999,9,87,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,718,7.4965,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,7.452469475,26.67337981,439.9005573
19,33RO20150525,P16N.2,113,1,5,5,2,20150527,702,22.4993,-152.001,5341,600,5.1805,34.2173,2,-999,9,30.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,713,5.1806,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,5.131695907,27.03963431,595.1911204
20,33RO20150525,P16N.2,113,1,6,6,2,20150527,702,22.4993,-152.001,5341,599.7,5.1808,34.2174,2,-999,9,30.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,713,5.1803,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,5.132020133,27.03967587,594.8939224
21,33RO20150525,P16N.2,113,1,3,3,2,20150527,702,22.4993,-152.001,5341,750.1,4.6424,34.3962,2,-999,9,29.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,709,4.6425,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.583453994,27.2436324,743.8392751
22,33RO20150525,P16N.2,113,1,4,4,2,20150527,702,22.4993,-152.001,5341,750.2,4.6422,34.3961,2,-999,9,29.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,709,4.6422,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.583246863,27.24357584,743.9382746
23,33RO20150525,P16N.2,113,1,1,1,2,20150527,702,22.4993,-152.001,5341,897.9,4.2572,34.4727,2,-999,9,36.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,704,4.2587,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.188208005,27.3471046,890.1123711
24,33RO20150525,P16N.2,113,1,2,2,2,20150527,702,22.4993,-152.001,5341,898,4.2592,34.4724,2,-999,9,36.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,20150527,704,4.2628,2,-999,9,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.190186251,27.34665684,890.2113053
34,33RO20150525,P16N.2,113,2,15,15,2,20150527,1031,22.4993,-152.001,5341,499.6,6.3956,34.0967,2,34.0972,2,68.5,2,68.4,2,59.67,2,35.16,2,0,2,2.56,2,1.431,2,0.697,2,0.248,2,2261.6,2,2290.8,2,7.3945,6,25.03,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,44.7,2,35.49,2,-999,9,20150527,1222,6.3913,2,34.258,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,6.350763725,26.79415357,495.7066595
35,33RO20150525,P16N.2,113,2,14,14,2,20150527,1031,22.4993,-152.001,5341,650,5.0947,34.2591,2,34.2604,2,27,2,27.1,2,85.35,2,41.11,2,0,2,2.97,2,0.217,2,0.109,2,0.066,2,2319.3,2,2325.8,2,7.3228,2,25.02,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,39.6,2,45.34,2,-999,9,20150527,1218,5.0908,2,34.4219,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,5.041977562,27.08315113,644.7185554
36,33RO20150525,P16N.2,113,2,13,13,2,20150527,1031,22.4993,-152.001,5341,800.1,4.6056,34.4142,2,34.4154,2,29.8,2,31.7,2,96.17,2,42.18,2,0,2,3.03,2,0.046,2,0.019,2,0.051,3,2336.5,6,2350.3,2,7.3492,2,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,40.3,2,45.26,2,-999,9,20150527,1214,4.6092,2,34.5776,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.542632467,27.262417,793.333538
37,33RO20150525,P16N.2,113,2,12,12,2,20150527,1031,22.4993,-152.001,5341,950.4,4.1139,34.4907,2,34.4909,2,39,2,39.6,2,105.54,2,42.47,2,0,2,3.03,2,0.013,2,0.006,2,0.029,3,2343.2,2,2367.2,2,7.3717,2,25.02,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,41.3,2,41.96,2,-999,9,20150527,1210,4.114,2,34.6536,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.041522685,27.37680714,942.0467601
38,33RO20150525,P16N.2,113,2,11,11,2,20150527,1031,22.4993,-152.001,5341,1100.1,3.6843,34.5243,2,34.5252,2,46.1,2,47.8,2,114.42,2,42.37,2,0,2,3.01,2,-999,9,-999,9,-999,9,2350,2,2379.1,2,7.3853,2,25.02,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,39,2,-999,9,-999,9,20150527,1206,3.6845,2,34.688,6,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.602863515,27.44805527,1090.067066
39,33RO20150525,P16N.2,113,2,10,10,2,20150527,1031,22.4993,-152.001,5341,1300.5,3.1924,34.5545,2,34.5554,2,56.3,2,56.5,2,124.77,2,41.88,2,0,2,2.96,2,-999,5,-999,5,-999,5,2356.5,2,2390.5,2,7.404,2,25.03,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,38,2,-999,5,-999,9,20150527,1201,3.1941,2,34.7183,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.099004855,27.52040293,1288.063443
40,33RO20150525,P16N.2,113,2,9,9,2,20150527,1031,22.4993,-152.001,5341,1600.4,2.6557,34.5892,2,34.5917,2,71.9,2,-999,9,135.6,2,41.1,2,0,2,2.88,2,-999,9,-999,9,-999,9,2358.2,2,2402,2,7.4325,6,25.02,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,38.6,2,-999,9,-999,9,20150527,1155,2.6556,2,34.7548,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,2.543575144,27.59774692,1584.034816
41,33RO20150525,P16N.2,113,2,8,8,2,20150527,1031,22.4993,-152.001,5341,2000.4,2.1671,34.6193,2,34.62,2,88.7,2,88.7,2,146.24,2,40.03,2,0,2,2.78,2,-999,9,-999,9,-999,9,2357.4,2,2414,2,7.4633,2,25.04,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,37.4,2,-999,9,-999,9,20150527,1147,2.1678,2,34.7833,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,2.028105325,27.66447749,1978.176189
42,33RO20150525,P16N.2,113,2,7,7,2,20150527,1031,22.4993,-152.001,5341,2400.6,1.8325,34.6425,2,34.6454,2,102.8,2,102.5,2,153.95,2,39.05,2,0,2,2.72,2,-999,5,-999,5,-999,5,2354.9,2,2420,2,7.4894,2,25.02,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,36.3,2,-999,5,-999,9,20150527,1139,1.8318,2,34.8087,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.664229958,27.7111684,2371.806903
43,33RO20150525,P16N.2,113,2,6,6,2,20150527,1031,22.4993,-152.001,5341,2900.1,1.5976,34.6643,2,34.6648,2,120.3,2,121,2,155.8,2,37.97,2,0,2,2.61,2,-999,9,-999,9,-999,9,2347.2,2,2424.8,2,7.5219,2,25.04,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,36,2,-999,9,-999,9,20150527,1129,1.5978,2,34.8283,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.388162744,27.74886059,2862.114431
44,33RO20150525,P16N.2,113,2,5,5,2,20150527,1031,22.4993,-152.001,5341,3401.2,1.5049,34.6763,2,34.6774,2,133.2,2,133.5,2,154.73,2,37,2,0,2,2.54,2,-999,9,-999,9,-999,9,2339.8,2,2425.4,2,7.5459,2,25.02,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,38.2,2,-999,9,-999,9,20150527,1118,1.5048,2,34.8409,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.248639269,27.76833716,3352.884419
45,33RO20150525,P16N.2,113,2,4,4,2,20150527,1031,22.4993,-152.001,5341,3900.5,1.4707,34.684,2,34.6845,2,144.5,2,144.3,2,151.02,6,36.41,6,0,6,2.49,6,0.005,6,0.004,6,0,2,2332.3,2,2423.4,2,7.5646,2,25.03,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,41.1,2,20.89,2,-999,9,20150527,1102,1.4709,2,34.848,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.163312483,27.78041859,3840.787619
46,33RO20150525,P16N.2,113,2,3,3,2,20150527,1031,22.4993,-152.001,5341,4399.6,1.4665,34.6891,2,34.6902,2,153.1,2,152.9,2,144.87,6,35.73,6,0,6,2.44,6,-999,9,-999,9,-999,9,2322.7,2,2419.8,2,7.5771,6,25.03,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,39.5,2,-999,9,-999,9,20150527,1052,1.4666,2,34.8538,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.103975559,27.78856163,4327.394137
47,33RO20150525,P16N.2,113,2,2,2,2,20150527,1031,22.4993,-152.001,5341,4900.5,1.467,34.6934,2,34.6933,2,162.7,2,162.8,2,138.13,6,35.05,6,0,6,2.39,6,-999,9,-999,9,-999,9,2313.1,2,2413,6,7.5869,6,25.03,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,41.2,2,-999,9,-999,9,20150527,1042,1.4669,2,34.8569,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.045781563,27.79594046,4814.648609
48,33RO20150525,P16N.2,113,2,1,1,2,20150527,1031,22.4993,-152.001,5341,5434,1.527,34.6943,2,34.6936,2,164.4,2,164.1,2,137.25,6,34.95,6,0,6,2.39,6,0.004,2,0.003,2,0,2,2313.9,6,2413,2,7.588,2,25.04,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,39.8,2,19.78,2,-999,9,20150527,1031,1.5273,2,34.8572,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.037720579,27.79720396,5332.395398
58,33RO20150525,P16N.2,114,1,15,15,2,20150527,1757,22.9988,-151.9982,5445,549.7,6.019,34.0742,2,34.0749,2,65.2,2,63.1,2,64.46,2,36.53,2,0.01,2,2.63,2,1.469,6,0.712,6,0.254,6,2271,2,2293.5,2,7.3723,2,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,37.08,2,-999,9,20150527,1938,6.0158,2,34.2355,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,5.971074341,26.82489278,545.3374271
59,33RO20150525,P16N.2,114,1,14,14,2,20150527,1757,22.9988,-151.9982,5445,701.3,4.6885,34.2685,2,34.2696,2,25.8,2,24.9,2,94.04,2,41.99,2,0,2,3.03,2,0.17,2,0.091,2,0.051,2,2328.3,6,2333.1,2,7.3162,2,25.07,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,46.08,2,-999,9,20150527,1935,4.69,2,34.4312,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.633540445,27.13672456,695.4993263
60,33RO20150525,P16N.2,114,1,13,13,2,20150527,1757,22.9988,-151.9982,5445,851.4,4.238,34.407,2,34.4047,2,36.5,2,36,2,103.5,2,41.98,2,0,2,3.01,2,0.073,2,0.038,2,0.044,3,2336.2,2,2353.8,2,7.3559,2,25.04,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,43.48,2,-999,9,20150527,1931,4.2483,2,34.567,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.173096122,27.29646424,844.0753746
61,33RO20150525,P16N.2,114,1,12,12,2,20150527,1757,22.9988,-151.9982,5445,1001.6,3.8596,34.4915,2,34.4898,2,47.9,2,46.4,2,110.81,2,41.88,2,0,2,2.99,2,0.022,2,0.012,2,0.085,3,2340.3,2,2371.4,2,7.386,6,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,39.97,2,-999,9,20150527,1927,3.8609,2,34.6524,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.784901762,27.40374812,992.6507254
62,33RO20150525,P16N.2,114,1,11,11,2,20150527,1757,22.9988,-151.9982,5445,1168.6,3.4491,34.5254,2,34.5257,2,55.6,2,55.6,2,119.21,2,41.69,2,0,2,2.96,2,0.01,2,0.004,2,0.069,3,2345.5,2,2383.3,2,7.4029,2,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,37.54,2,-999,9,20150527,1923,3.4497,2,34.6885,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.364101422,27.47218227,1157.727289
63,33RO20150525,P16N.2,114,1,10,10,2,20150527,1757,22.9988,-151.9982,5445,1401.3,2.9645,34.5584,2,34.5572,2,64.8,2,64.9,2,129.55,2,41.39,2,0,2,2.93,2,0.003,2,0.002,2,0.036,3,2353.3,2,2392.5,2,7.4188,2,25.07,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,34.91,2,-999,9,20150527,1917,2.9648,2,34.7202,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,2.8652288,27.54486018,1387.541594
64,33RO20150525,P16N.2,114,1,9,9,2,20150527,1757,22.9988,-151.9982,5445,1732.8,2.3936,34.6008,2,34.6009,2,77.8,2,77.7,2,142.63,2,40.71,2,0,2,2.86,2,0.003,2,0.001,2,0,2,2358.7,2,2409,2,7.4447,6,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,31.05,2,-999,9,20150527,1911,2.3958,2,34.7641,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,2.273862916,27.62974916,1714.517347
65,33RO20150525,P16N.2,114,1,8,8,2,20150527,1757,22.9988,-151.9982,5445,2134.8,1.9186,34.6314,2,34.631,2,91.5,2,93.4,2,154.44,2,39.83,2,0,2,2.77,2,-0.001,2,-0.002,2,0,2,2362,2,2419,2,7.4719,2,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,27.64,2,-999,9,20150527,1903,1.9193,2,34.7943,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.772015112,27.69411906,2110.379274
66,33RO20150525,P16N.2,114,1,7,7,2,20150527,1757,22.9988,-151.9982,5445,2533.3,1.6867,34.6532,2,34.654,2,109.5,2,109.9,2,156.58,2,38.76,2,0,2,2.69,2,0.003,2,0.001,2,0,2,2355.5,2,2423,2,7.5033,2,25.04,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,24.77,2,-999,9,20150527,1855,1.6868,2,34.8174,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.509251925,27.73121024,2502.089654
67,33RO20150525,P16N.2,114,1,6,6,2,20150527,1757,22.9988,-151.9982,5445,2967.8,1.5534,34.6685,2,34.6691,2,121.8,2,122.7,2,157.75,2,37.88,2,0,2,2.61,2,0,2,-0.001,2,0,2,2350,2,2427.4,2,7.5277,2,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,23.1,2,-999,9,20150527,1846,1.5535,2,34.8326,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.338487899,27.75576461,2928.386783
68,33RO20150525,P16N.2,114,1,5,5,2,20150527,1757,22.9988,-151.9982,5445,3466,1.4876,34.6788,2,34.6792,2,134.6,2,134.7,2,155.22,2,37.19,2,0,2,2.55,2,0.001,2,0.001,2,0,2,2340.2,2,2426.6,2,7.5503,2,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,21.59,2,-999,9,20150527,1837,1.4877,2,34.8427,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.225197498,27.77197442,3416.154405
69,33RO20150525,P16N.2,114,1,4,4,2,20150527,1757,22.9988,-151.9982,5445,3965.7,1.4634,34.685,2,34.6839,2,145.6,2,145.4,2,150.04,6,36.41,6,0,6,2.48,6,0.002,2,0.003,2,0,2,2331,2,2422.8,2,7.5677,2,25.01,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,20.75,2,-999,9,20150527,1827,1.4634,2,34.8474,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.149181867,27.78218936,3904.288599
70,33RO20150525,P16N.2,114,1,3,3,2,20150527,1757,22.9988,-151.9982,5445,4462.3,1.4612,34.6898,2,34.6914,2,154.4,2,153.9,2,144.18,6,35.73,6,0,6,2.43,6,0.001,2,0.002,2,0,2,2321.4,2,2418.2,6,7.579,2,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,20.51,2,-999,9,20150527,1817,1.4614,2,34.8549,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.091667871,27.7899574,4388.301118
71,33RO20150525,P16N.2,114,1,2,2,2,20150527,1757,22.9988,-151.9982,5445,4995,1.4742,34.6938,2,34.691,2,163.3,2,162.2,2,138.03,6,35.14,6,0,6,2.4,6,0.002,2,0.002,2,0.038,4,2314.2,2,2413.2,2,7.5888,3,24.98,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,19.99,2,-999,9,20150527,1807,1.4744,2,34.8546,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.04131777,27.79656112,4906.286839
72,33RO20150525,P16N.2,114,1,1,1,2,20150527,1757,22.9988,-151.9982,5445,5539.4,1.5363,34.6948,2,34.6944,2,164.9,2,164.5,2,137.06,6,35.05,6,0,6,2.39,6,0.002,6,0.003,6,0,6,2311.7,6,2409,2,7.5886,2,25.08,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,-999,9,19.83,2,-999,9,20150527,1756,1.5366,2,34.858,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.033220541,27.79790701,5434.353496
82,33RO20150525,P16N.2,115,2,15,15,2,20150528,118,23.4999,-152.0001,5318,467.6,7.1837,34.0189,2,34.0188,2,120.4,2,120.1,2,44.63,2,29.59,2,0.01,2,2.08,2,2.649,6,1.344,6,0.696,6,2222.3,2,2275.3,2,7.5069,2,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,45.7,2,28.53,2,-999,9,20150528,301,7.1753,2,34.1792,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,7.139101376,26.62696776,463.9582641
83,33RO20150525,P16N.2,115,2,14,14,2,20150528,118,23.4999,-152.0001,5318,599.6,5.3713,34.127,2,34.1263,2,44.1,2,42.5,2,76.37,2,39.55,2,0,2,2.84,2,0.774,2,0.382,2,0.109,2,2302.7,2,2306.9,2,7.3343,2,25.04,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,43.3,2,41.06,2,-999,9,20150528,257,5.3746,2,34.2872,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,5.321737448,26.94581987,594.7553138
84,33RO20150525,P16N.2,115,2,13,13,2,20150528,118,23.4999,-152.0001,5318,750,4.4034,34.2943,2,34.2935,2,24,2,23.1,2,99.99,2,42.77,2,0,2,3.05,2,0.12,2,0.063,2,0.046,2,2338.8,2,2341.4,2,7.3134,6,25.05,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,42,2,46.31,2,-999,9,20150528,253,4.4051,2,34.4552,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,4.345975475,27.18851326,743.6908143
85,33RO20150525,P16N.2,115,2,12,12,2,20150528,118,23.4999,-152.0001,5318,900,3.9789,34.4356,2,34.4342,2,40.5,2,40.3,2,108.67,2,42.28,2,0,2,2.99,2,0.047,2,0.026,2,0,2,2343.5,2,2364.4,2,7.3663,2,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,40.5,2,41.87,2,-999,9,20150528,249,3.9798,2,34.5965,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.911723539,27.34636214,892.1306272
86,33RO20150525,P16N.2,115,2,11,11,2,20150528,118,23.4999,-152.0001,5318,1050.7,3.6455,34.5,2,34.499,2,51.7,2,51.7,2,114.43,2,41.88,2,0,2,2.96,2,0.017,2,0.011,2,0.059,3,2346.8,2,2374.3,6,7.3949,6,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,39.8,2,38.71,2,-999,9,20150528,245,3.6459,2,34.6616,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.568471905,27.43208566,1041.163012
87,33RO20150525,P16N.2,115,2,10,10,2,20150528,118,23.4999,-152.0001,5318,1232.6,3.281,34.5395,2,34.5393,2,56.7,2,56.9,2,121.94,2,41.98,2,0,2,2.94,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,37.9,2,-999,9,-999,9,20150528,240,3.2814,2,34.7021,6,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,3.192312067,27.49972846,1220.916439
88,33RO20150525,P16N.2,115,2,9,9,2,20150528,118,23.4999,-152.0001,5318,1500.2,2.7905,34.5708,2,34.5709,2,68.1,2,67.8,2,132.97,2,41.39,2,0,2,2.9,2,0.001,2,0.001,2,0,2,2315.4,4,2399,2,7.425,6,25.06,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,40,2,33.87,2,-999,9,20150528,234,2.7914,2,34.7339,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,2.685052632,27.57075848,1485.092702
89,33RO20150525,P16N.2,115,2,8,8,2,20150528,118,23.4999,-152.0001,5318,1867.7,2.2715,34.6107,2,34.6105,2,83,2,82.6,2,144,2,40.51,2,0,2,2.82,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,36.8,2,-999,9,-999,9,20150528,227,2.2721,2,34.7737,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,2.142193383,27.64843822,1847.375008
90,33RO20150525,P16N.2,115,2,7,7,2,20150528,118,23.4999,-152.0001,5318,2332.1,1.8325,34.6395,2,34.6393,2,98.9,2,98.6,2,154.93,2,39.54,2,0,2,2.73,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,40,2,-999,9,-999,9,20150528,217,1.8327,2,34.8027,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.670278346,27.70830835,2304.327747
91,33RO20150525,P16N.2,115,2,6,6,2,20150528,118,23.4999,-152.0001,5318,2833,1.6138,34.6624,2,34.662,2,117.2,2,116.7,2,156.29,2,38.46,2,0.01,2,2.63,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,-999,9,40,2,-999,9,-999,9,20150528,208,1.6139,2,34.8255,2,-999,9,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,1.41032943,27.7457491,2796.126585
